subscription_id,merchant_id,plan_sku,start_date,end_date,mrr_local,currency,cancellation_reason,previous_plan_sku
991a7eb5-12b4-45a4-82c9-b64aae273717,fbadfb0c-2241-49d9-92e6-27f4b28f6c5d,SW-001,2024-12-07,,1900,EUR,,free
1c89dc88-4cd6-4710-98b4-24e3553da362,be82514e-2bd6-4c9c-aa0f-c5e9bc4ded7e,SW-001,2022-12-23,2025-05-01,1900,EUR,business_closed,
8954d8df-e3ac-4f11-a274-e5e1dbd06023,ce20cba5-049f-489a-8430-280b44a3e30e,SW-001,2024-05-21,,1900,EUR,,
818c7f1c-2a57-4af9-9e50-36d0a8b8a215,d2ce0628-df21-4f92-b4ef-2c0902e39ffa,SW-001,2023-01-17,,1900,EUR,,
e41213be-ad6b-42bf-8406-53fa08149c3f,d2ce0628-df21-4f92-b4ef-2c0902e39ffa,SW-002,2023-04-18,,900,EUR,,
fe72cfb8-f0b9-4e0b-b058-538fcb43a267,8acbd11b-07a9-4323-a3a5-7c748eb5b34a,SW-001,2023-11-05,,1900,EUR,,
66cae12e-5ef0-4d84-b7d2-b4b3faec3f8c,0703aecf-ec85-4e30-91a9-fe550e4992c3,SW-002,2024-10-12,,900,EUR,,
f8a85926-aba1-4f14-8bb0-39b07c8f4c28,12d57c45-ae8b-4644-8ca3-46cb1414ea5e,SW-001,2023-01-29,,1900,EUR,,
4fb06bdc-c078-4853-96ee-4526dc3ef18e,12d57c45-ae8b-4644-8ca3-46cb1414ea5e,SW-002,2023-04-22,,900,EUR,,
f16a8b29-11ac-415f-a47e-e1ae1d17c6a3,12d57c45-ae8b-4644-8ca3-46cb1414ea5e,SW-005,2023-02-27,,999,EUR,,
2e6e3c83-cf6c-46f4-b6d9-d83e84098a69,b5de7123-24f1-4291-988c-f7ce201effcb,SW-001,2022-06-30,,1900,EUR,,
ccd67fac-6ec6-476c-b0be-83411e475be3,e087b421-92d5-41fc-9633-cf3683086541,SW-001,2023-12-03,,1900,EUR,,
95b2331d-b6a3-43bb-8786-cae8c61703c6,97be0390-136d-4272-8a55-65a7b071fea5,SW-001,2022-12-10,,1900,EUR,,
6adb1079-d619-4aad-bd42-9998085b13c9,a30a7e8c-6c7d-4447-86f5-70c701692a29,SW-001,2023-08-09,,1900,EUR,,
243871e1-bbd3-4038-946c-442e5c7b148c,a30a7e8c-6c7d-4447-86f5-70c701692a29,SW-002,2023-11-04,,900,EUR,,
c78c16d0-5f81-41b8-a3aa-07b643eafdfb,f36baa6d-39f8-4f37-b05b-4f50e50694c3,SW-001,2024-03-29,,1900,EUR,,
7345c67d-484b-481c-b8da-8eaf4037d831,f36baa6d-39f8-4f37-b05b-4f50e50694c3,SW-002,2024-06-28,2025-05-30,900,EUR,competitor,
f84f4891-5869-42ec-8e84-dd33a8172ec2,a51db21b-3618-4439-a3a3-f5ee675092f6,SW-001,2024-03-03,,1900,EUR,,
dd9c0e9e-c2c9-40dc-9faa-4975a7d0a782,a51db21b-3618-4439-a3a3-f5ee675092f6,SW-005,2024-04-29,,999,EUR,,
6d86f022-6b9f-4c5b-b891-0389156685a6,8a65eb71-9355-4b9b-b8c8-3e544de5eb89,SW-002,2023-01-19,2023-10-23,4950,BRL,competitor,
adcf411c-10b4-46ac-86d8-523124a08bf6,9ee11107-aead-4b00-8f40-a4c29826cf20,SW-001,2022-12-27,,10450,BRL,,
8040400a-b1fe-4694-96dd-00b054fcc4b0,d97210bb-e09e-434a-b910-a03d75ec248b,SW-005,2024-02-17,,5494,BRL,,
bc94441b-1ce0-4796-9544-5b348c091de7,367c84a6-1fae-445d-ac42-938688aa0a61,SW-001,2023-05-20,,10450,BRL,,
80a74df5-3a85-46e3-882c-7ae5bd3bc137,367c84a6-1fae-445d-ac42-938688aa0a61,SW-002,2023-09-17,2025-04-30,4950,BRL,competitor,
60f1f82c-b053-4f00-9f76-5bc2f0a031a4,345a202b-b914-4dbd-b186-29ab96a7fc7e,SW-002,2023-06-27,,4950,BRL,,
0149389a-ea9b-4d6b-90c6-9b536cbf3f18,49f259ee-f1b2-4504-90b1-4025a02bbdc2,SW-001,2023-02-27,,10450,BRL,,free
6d7df11e-441f-4172-bb96-e6a94b590623,49f259ee-f1b2-4504-90b1-4025a02bbdc2,SW-002,2022-11-29,,4950,BRL,,
e9b79a2d-03f5-44db-b019-3ca7cbde2bb8,3cba22fa-b77d-4484-b139-d1e91c6b929b,SW-001,2024-05-13,,10450,BRL,,
6ac4e83a-0506-4544-bf60-dc4e113d083a,7b92b0d8-ce27-43fd-a302-31a0334963d1,SW-001,2023-01-27,,10450,BRL,,
b0def118-323c-4077-8381-bf7234246bf6,a1612c09-f077-4247-a774-be27becd0628,SW-001,2024-06-26,,10450,BRL,,
bf288388-9e54-4422-99c2-87e0c5bdd1aa,89421fab-de2e-4f02-86a6-f34920d8e8a3,SW-002,2023-06-21,,4950,BRL,,
2edec4b5-6610-41bb-b50e-6fa3698b9774,89421fab-de2e-4f02-86a6-f34920d8e8a3,SW-005,2023-02-11,,5494,BRL,,
6effeb69-faf8-40fa-b979-020fdedf15e6,b4011607-9bf2-464a-98cb-c7d01505cdb8,SW-002,2024-03-23,,4950,BRL,,
6bca927a-5395-40ff-9e86-dfd8496d3b1a,89b1942b-0173-4cbd-817e-c87be85ddaa6,SW-001,2024-01-16,,10450,BRL,,
992e72d6-ee30-4de7-820c-17cb068f0d36,d77be0fd-a847-4056-8740-6ea0f171adb0,SW-002,2024-06-16,,4950,BRL,,
622c69c0-9c88-4414-a53f-c28fa22e083b,df2728c7-82cf-46bc-adc0-b605d394772c,SW-005,2023-06-13,2024-04-11,1079,USD,business_closed,
0aba879a-fca8-4ff3-bcd3-c83fcb22b96c,75a8be33-a338-4d25-bb7c-c0b225693651,SW-001,2023-02-06,2024-01-03,2052,USD,price,
af25ce89-9c2c-4bad-8249-a1760efbbd5a,75a8be33-a338-4d25-bb7c-c0b225693651,SW-005,2023-04-03,2024-01-03,1079,USD,business_closed,
aa0dfbbd-bb40-42b9-a3fc-2a268bf0d227,e540d254-6c84-429d-87d7-a2ae211869d1,SW-001,2022-07-11,,2052,USD,,
02c23140-463b-40a6-9450-609325e95608,77fc9178-4b8a-4902-9f58-e70efccde999,SW-001,2022-10-31,,2052,USD,,
df2dbc0e-f227-4cb9-9523-7146af988b45,b6e4314e-79f1-4197-b004-7a9e469b5918,SW-001,2023-08-24,2025-03-18,2052,USD,competitor,
02d8251a-19af-4568-b613-043ab73b0102,82ee2825-862e-426c-8f9b-27e178438767,SW-001,2022-12-04,,2052,USD,,
efb2a6d5-f2cc-42cb-b316-6178470952ee,59546bcd-2636-446a-80ff-31ef6c7eea43,SW-002,2024-01-06,,972,USD,,
786ef4b6-20ba-4d59-ba08-2246d12a4d66,eff0e94d-a510-4cf4-b146-962fde00d806,SW-001,2023-08-05,,2052,USD,,
7b061215-212a-4b46-af68-1539f8c1d383,eff0e94d-a510-4cf4-b146-962fde00d806,SW-005,2023-08-22,,1079,USD,,
0e0a2c3b-22f8-4eb6-8cb2-84607ede417f,f8a5e20d-b653-43e2-8180-9a236a5020a7,SW-001,2023-12-16,,2052,USD,,
ae863fe0-d82c-4cd8-8424-841f1f16b331,7bb66c4d-a955-4a2b-ab06-11222ff2d9a9,SW-002,2023-01-14,2025-02-21,972,USD,business_closed,
2d265dec-5b1e-471d-a001-5439ee3ad596,9b6e2eef-e285-4fd4-90e5-6bc613fbb13c,SW-005,2024-05-11,,1079,USD,,
d35431d9-8c25-4c59-a91d-24e2a59d0ad5,e5fab4f7-bb27-4973-9391-89f7bcf86525,SW-001,2023-10-01,,2052,USD,,
d87183d7-2fa8-42d3-97e3-1918e0c4db41,2abf162b-067e-46a4-98ce-b95d5d0aa71b,SW-002,2022-11-26,,972,USD,,
283becbd-01f7-4f78-b955-f06552043b51,cb830d86-161c-43d9-90fb-b1d85109862f,SW-001,2024-02-17,,2052,USD,,free
55cf863f-d22b-46f6-ab27-fe21ab462dee,7aafb67d-77ee-4aae-bb1d-47e8c72c6dc2,SW-001,2023-05-26,,2052,USD,,
0d5895fd-9792-4e28-8850-b3a2b7f70f99,e7152b82-c97f-482c-9fb3-613597bf67a2,SW-001,2024-01-31,,8170,PLN,,
7dee616e-747a-4deb-b11d-2780aba40d08,866720f1-0405-4943-94f6-8ff6444ced52,SW-005,2022-12-13,,4296,PLN,,
d3e75eb0-bd07-4ab4-9b03-36c658dab595,ea791d24-a0ef-4640-8dc5-d20e009fb857,SW-002,2024-05-05,,3870,PLN,,
88b92fc2-a273-4374-b370-e757d3bf2126,347c77ff-1499-4ee2-9d3a-38e072cf9325,SW-002,2022-12-16,,3870,PLN,,
5a854cbf-5994-4922-8632-156a62edbffe,4b6c00ed-5148-4256-949f-5cb024edeea1,SW-001,2023-12-14,,8170,PLN,,
3eab9ef7-ecda-41ec-b365-3d0ee7dd7121,e31cbb98-3beb-408a-8c97-34d06d97b433,SW-001,2023-02-19,,8170,PLN,,
38dfe25a-4135-472d-9a29-280a1cc06534,e31cbb98-3beb-408a-8c97-34d06d97b433,SW-002,2023-03-23,,3870,PLN,,
74474310-a2f8-4cea-8801-a0ea31835264,6867f41c-ecb6-495d-a78b-e3cac41c2711,SW-005,2024-03-07,,4296,PLN,,
7935c521-342a-456c-861b-ba1d87055d40,fa324ee3-eefb-4f37-b0c7-a045afb53a1c,SW-001,2024-05-17,,8170,PLN,,free
5d81649e-e7fc-4f33-a3ce-8ace7112b049,991260bb-0ea5-4b74-808e-068a7ce317f9,SW-002,2024-08-04,,900,EUR,,
fdf410fd-48c9-4ba6-b763-d1e47327c1c2,991260bb-0ea5-4b74-808e-068a7ce317f9,SW-005,2024-02-27,,999,EUR,,
71f3145e-4035-461c-bd10-f1d2edcad091,0db15964-f36f-41e5-8cd0-b1a060b00744,SW-001,2024-03-30,,1900,EUR,,
025f1b5d-2170-4bf4-9f71-aacc0a42edd7,368d2340-7ffa-4e42-82b7-bbf4c0eebb91,SW-005,2022-10-07,2025-07-03,999,EUR,business_closed,
b1561c4a-5db0-4806-8f4d-ef21e19d2eb1,58b692c9-b279-44c0-9929-6997e896bb95,SW-002,2024-07-21,,900,EUR,,
5e49f4df-a16c-4c94-a5b6-159138424248,2d5ce3ad-2c0a-4145-b822-d584fa32e9ca,SW-001,2024-02-19,2025-08-09,1900,EUR,business_closed,
60fa4ddb-f856-48a0-9f4b-39fdc501ae07,051e68a6-1683-4151-aa74-9758c1a2a47e,SW-001,2022-10-25,2025-05-19,1900,EUR,switched_plan,
f769efd8-4a15-46da-9514-cf22f9ec8d08,c9dc815c-f827-4571-ac0a-40dbcf44589d,SW-001,2024-06-19,,1900,EUR,,
17412d84-b4a2-4ad7-b8bd-a8722043d47e,b8fe6712-9d96-4285-af70-02e9f51c9d10,SW-001,2022-10-08,,1900,EUR,,free
b69e4e5d-33de-40a8-86ac-ee61f56e20ad,b8fe6712-9d96-4285-af70-02e9f51c9d10,SW-002,2022-08-13,,900,EUR,,
f66a6125-03b2-4167-8387-2933f2009ff5,5794fbfc-6a33-453b-a18c-85b1f811c927,SW-001,2023-09-12,,1900,EUR,,
fc927a42-c43e-44c5-86f6-15c9190e507d,bac055b3-bd56-4ad8-8321-24754b0b4b85,SW-005,2023-02-02,,999,EUR,,
1acd80d9-3988-4039-b61e-5e262c9291fd,944513a0-a065-4363-bce4-92cee033e569,SW-001,2022-09-21,,1900,EUR,,
9921447f-d916-4fa6-98e3-bfb35a62e911,e2c9996e-be8b-4e43-9f42-bad323fecc59,SW-002,2024-04-29,2025-03-20,900,EUR,business_closed,
3fdd3efb-0bde-414b-9461-770f358000c2,32605cf8-eee5-443b-a1ee-4b6d9d3d8f9a,SW-001,2023-09-04,,1900,EUR,,
1b8ae24e-3231-4f2b-b2a9-f31ca4a32258,4e81407d-736d-4cb2-aa56-39edcdf6b83e,SW-001,2022-09-02,,1900,EUR,,
83e71578-f018-4ccb-98cc-71b206fa913d,4e81407d-736d-4cb2-aa56-39edcdf6b83e,SW-005,2022-10-14,,999,EUR,,
00980608-635a-4a4f-8ea6-4ab48bbb4b5f,275f3a6b-fc7f-40a8-a070-b05b16c154d8,SW-001,2024-05-28,,1900,EUR,,free
75fb0106-2393-430b-8460-4aa7fb202001,4981371a-590c-41f6-aa38-6da0970cd133,SW-005,2024-04-30,,999,EUR,,
